Name,ID,Type
Gravity Stone Fan,40000BF4,None
Gravity Stone Peddler's Bell Bearing,400022F4,None
Gravity Well,40001270,None
Greasemonger's Bell Bearing,401EA749,None
Great Arrow,030A32C0,None
Great Club,015F41E0,Smithing
Great Dragonfly Head,40003B06,None
Great Ghost Glovewort,40002AA7,None
Great Glintstone Shard,40000FA1,None
Great Grave Glovewort,40002A9D,None
Great Heal,40001916,None
Great Horned Headband,100493E0,None
Great Katana,03F6B5A0,Smithing
Great Knife,0010A1D0,Smithing
Great Mace,00B80560,Smithing
Great Omenkiller Cleaver,00E52FE0,Smithing
Great Oracular Bubble,400013F6,None
Great Rune of the Unborn,40002760,None
Great Stars,00B9DA20,Smithing
Great Turtle Shell,01DB28A0,Smithing
Great Épée,005BDBA0,Smithing
Great-Jar's Arsenal,20000408,None
Greataxe,00E4E1C0,Smithing
Greatblade Phalanx,400010CE,None
Greatbow,02817AC0,Smithing
Greater Potentate's Cookbook [10],401EA8E3,None
Greater Potentate's Cookbook [11],401EA8E4,None
Greater Potentate's Cookbook [12],401EA8E0,None
Greater Potentate's Cookbook [13],401EA8E8,None
Greater Potentate's Cookbook [14],401EA8E9,None
Greater Potentate's Cookbook [1],401EA8DD,None
Greater Potentate's Cookbook [2],401EA8EB,None
Greater Potentate's Cookbook [3],401EA8E7,None
Greater Potentate's Cookbook [4],401EA8DE,None
Greater Potentate's Cookbook [5],401EA8DF,None
Greater Potentate's Cookbook [6],401EA8EA,None
Greater Potentate's Cookbook [7],401EA8E1,None
Greater Potentate's Cookbook [8],401EA8E6,None
Greater Potentate's Cookbook [9],401EA8E2,None
Greathelm,1010CCC8,None
Greathood,10186A00,None
Greathorn Hammer,00B74210,Smithing
Greatjar,10512D40,None
Greatshield Soldier Ashes +1,4003C8C1,None
Greatshield Soldier Ashes +10,4003C8CA,None
Greatshield Soldier Ashes +2,4003C8C2,None
Greatshield Soldier Ashes +3,4003C8C3,None
Greatshield Soldier Ashes +4,4003C8C4,None
Greatshield Soldier Ashes +5,4003C8C5,None
Greatshield Soldier Ashes +6,4003C8C6,None
Greatshield Soldier Ashes +7,4003C8C7,None
Greatshield Soldier Ashes +8,4003C8C8,None
Greatshield Soldier Ashes +9,4003C8C9,None
Greatshield Soldier Ashes,4003C8C0,None
Greatshield Talisman,20001004,None
Greatsword of Damnation,00358EF0,Somber
Greatsword of Radahn (Light),00456D70,None
Greatsword of Radahn (Lord),00451F50,None
Greatsword of Solitude,00362B30,Somber
Greatsword,003D0900,Smithing
Greaves of Night,104DABFC,None
Greaves of Solitude,104E483C,None
Green Turtle Talisman,2000047E,None
Greenburst Crystal Tear,40002B02,None
Greenspill Crystal Tear,40002AF9,None
Greyoll's Roar,40001BB2,None
Grossmesser,006D19B0,Smithing
Guardian Bracers,100509D8,None
Guardian Garb (Full Bloom),10050974,None
Guardian Garb,10050D5C,None
Guardian Greaves,10050A3C,None
Guardian Mask,10050910,None
Guardian's Swordspear,1145630,Smithing
Guilty Hood,10027100,None
Gurranq's Beast Claw,40001AAE,None
Haima Glintstone Crown,100F4240,None
Halberd,0112A880,Smithing
Haligbone Arrow (Fletched),02FF3640,None
Haligbone Arrow,02FF5D50,None
Haligbone Bolt,031B70D0,None
Haligdrake Talisman +1,20000FC9,None
Haligdrake Talisman +2,20000FCA,None
Haligdrake Talisman,20000FC8,None
Haligtree Crest Greatshield,01EC8DC0,Smithing
Haligtree Crest Surcoat,101AB454,None
Haligtree Gauntlets,101AB4B8,None
Haligtree Greaves,101AB51C,None
Haligtree Helm,101AB3F0,None
Haligtree Knight Armor (Altered),101BC9AC,None
Haligtree Knight Armor,101BC5C4,None
Haligtree Knight Gauntlets,101BC628,None
Haligtree Knight Greaves,101BC68C,None
Haligtree Knight Helm,101BC560,None
Haligtree Secret Medallion (Left),40001FEF,None
Haligtree Secret Medallion (Right),40001FF0,None
Haligtree Soldier Ashes +1,4003E419,None
Haligtree Soldier Ashes +10,4003E422,None
Haligtree Soldier Ashes +2,4003E41A,None
Haligtree Soldier Ashes +3,4003E41B,None
Haligtree Soldier Ashes +4,4003E41C,None
Haligtree Soldier Ashes +5,4003E41D,None
Haligtree Soldier Ashes +6,4003E41E,None
Haligtree Soldier Ashes +7,4003E41F,None
Haligtree Soldier Ashes +8,4003E420,None
Haligtree Soldier Ashes +9,4003E421,None
Haligtree Soldier Ashes,4003E418,None
Halo Scythe,012238E0,Somber
Hammer Talisman,20000816,None
Hammer,00A91140,Smithing
Hand Axe,00D5EDA0,Smithing
Hand Ballista,029F6300,Smithing
Hand of Malenia,0089A260,Somber
Harp Bow,0262CF30,Somber
Hawk Crest Wooden Shield,01DD2470,Smithing
Heal from Afar,401E9D80,None
Heal,40001915,None
Heart of Bayle,401EA3CB,None
Heater Shield,01DE0ED0,Smithing
Heavy Crossbow,029095F0,Smithing
Hefty Beast Bone,40003BED,None
Hefty Cracked Pot,401EA99C,None
Hefty Fetid Pot,401E85CA,None
Hefty Fire Pot,401E85AC,None
Hefty Fly Pot,401E85D4,None
Hefty Freezing Pot,401E85E8,None
Hefty Frenzied Flame Pot,401E86EC,None
Hefty Furnace Pot,401E8728,None
Hefty Lightning Pot,401E85C0,None
Hefty Magic Pot,401E8714,None
Hefty Oil Pot,401E85FC,None
Hefty Poison Pot,401E85F2,None
Hefty Rancor Pot,401E870A,None
Hefty Red Lightning Pot,401E8732,None
Hefty Rock Pot,401E85B6,None
Hefty Rot Pot,401E871E,None
Hefty Scimitar,00822850,Smithing
Hefty Volcano Pot,401E86D8,None
Helm of Night,104DAAD0,None
Helm of Solitude,104E4710,None
Helphen's Steeple,002FC290,Somber
Herba,400050D2,None
Herbalist's Bell Bearing,401EA746,None
Hermit Merchant's Bell Bearing [1],400022E1,None
Hermit Merchant's Bell Bearing [2],400022E8,None
Hermit Merchant's Bell Bearing [3],400022EA,None
Hero's Rune [1],40000B62,None
Hero's Rune [2],40000B63,None
Hero's Rune [3],40000B64,None
Hero's Rune [4],40000B65,None
Hero's Rune [5],40000B66,None
Hierodas Glintstone Crown,100F1B30,None
High Page Clothes (Altered),101E61BC,None
High Page Clothes,101E5DD4,None
High Page Hood,101E5D70,None
High Priest Gloves,104D3668,None
High Priest Hat,104D35A0,None
High Priest Robe,104D3604,None
High Priest Undergarments,104D36CC,None
Highland Attire,104F35BC,None
Highland Axe,00D72620,Smithing
Highwayman Cloth Armor,101E36C4,None
Highwayman Gauntlets,101E3728,None
Highwayman Hood,101E3660,None
Hole-Laden Necklace,401EA3C8,None
Holy Grease,40000596,None
Holy Water Grease,40000CE4,None
Holy Water Pot,4000015E,None
Holy-Shrouding Cracked Tear,40002B17,None
Holyproof Dried Liver,4000049C,None
Holyproof Pickled Liver,401E88FE,None
Homing Instinct Painting,40002008,None
Honed Bolt,40001B12,None
Hookclaws,014FB180,Smithing
Horn Bow,0271EA60,Smithing
Horn-Strewn Excrement,401ED2B3,None
Horned Bairn,401E90BA,None
Horned Warrior Armor,10501C34,None
Horned Warrior Ashes,4021C870,None
Horned Warrior Gauntlets,10501C98,None
Horned Warrior Greaves,10501CFC,None
Horned Warrior Helm,10501BD0,None
Horned Warrior's Greatsword,820140,Somber
Horned Warrior's Sword,0072E610,Somber
Horse Crest Wooden Shield,01DCAF40,Smithing
Hoslow's Armor (Altered),1009F344,None
Hoslow's Armor,1009EB74,None
Hoslow's Gauntlets,1009EBD8,None
Hoslow's Greaves,1009EC3C,None
Hoslow's Helm,1009EB10,None
Hoslow's Petal Whip,0131F050,Smithing
Host's Trick-Mirror,200017CA,None
Howl of Shabriri,40001CA2,None
Human Bone Shard,40003AFC,None
Ice Crest Shield,01CBE660,Smithing
Icerind Hatchet,00D6D800,Somber
Icon Shield,01EA6AE0,Somber
Idus Sword,04066D10,Smithing
Igon's Armor (Altered),104DD62C,None
Igon's Armor,104DD244,None
Igon's Bell Bearing,401EA74B,None
Igon's Cookbook [1],401EA8F3,None
Igon's Cookbook [2],401EA8DB,None
Igon's Furled Finger,401EA3C3,None
Igon's Gauntlets,104DD2A8,None
Igon's Greatbow,02887FA0,Smithing
Igon's Harpoon,0311D3E0,None
Igon's Helm (Altered),104DD5C8,None
Igon's Helm,104DD1E0,None
Igon's Loincloth,104DD30C,None
Iji's Bell Bearing,400022EC,None
Iji's Confession,40001FFD,None
Iji's Mirrorhelm,1013DA08,None
Imbued Sword Key,40001FFA,None
Immunizing Cured Meat,40000456,None
Immunizing Horn Charm +1,20000493,None
Immunizing Horn Charm +2,20001B8A,None
Immunizing Horn Charm,20000492,None
Immunizing White Cured Meat,4000051E,None
Immutable Shield,40001A54,None
Imp Head (Cat),10107AC0,None
Imp Head (Corpse),10108678,None
Imp Head (Elder),10108E48,None
Imp Head (Fanged),10107EA8,None
Imp Head (Lion),10515450,None
Imp Head (Long-Tongued),10108290,None
Imp Head (Wolf),10108A60,None
Impenetrable Thorns,401E97AE,None
Imprisoned Merchant's Bell Bearing,400022EB,None
Incantation Scarab,101D01C8,None
Incursion Painting,401EA488,None
Inescapable Frenzy,40001C84,None
Innard Meat,401E8B24,None
Inquisitor Ashes,4021A548,None
Inquisitor's Girandole,00F61FD0,Somber
Inseparable Sword,001FE410,Somber
Intelligence-knot Crystal Tear,40002B0F,None
Inverted Hawk Heater Shield,01DDE7C0,Smithing
Inverted Hawk Towershield,01EB7C50,Smithing
Invigorating Cured Meat,40000460,None
Invigorating White Cured Meat,40000528,None
Irina's Letter,40001FC3,None
Iris of Grace,401E8CC8,None
Iris of Occultation,401E8CD2,None
Iron Ball,014180B0,Smithing
Iron Cleaver,00D63BC0,Smithing
Iron Gauntlets,10009D08,None
Iron Greatsword,002E14E0,Smithing
Iron Helmet,10009C40,None
Iron Kasa,100249F0,None
Iron Rivet Armor,104C99C4,None
Iron Rivet Gauntlets,104C9A28,None
Iron Rivet Greaves,104C9A8C,None
Iron Roundshield,01CB9840,Smithing
Iron Spear,00F66DF0,Smithing
Iron Whetblade,4000230A,None
Ironjar Aromatic,40000DC0,None
Isolated Merchant's Bell Bearing [1],400022DE,None
Isolated Merchant's Bell Bearing [2],400022DF,None
Isolated Merchant's Bell Bearing [3],400022E7,None
Ivory Sickle,00113E10,Smithing
Ivory-Draped Tabard,101CB024,None
Jar Cannon,029F8A10,Somber
Jar,10111700,None
Jarwight Puppet +1,40040359,None
Jarwight Puppet +10,40040362,None
Jarwight Puppet +2,4004035A,None
Jarwight Puppet +3,4004035B,None
Jarwight Puppet +4,4004035C,None
Jarwight Puppet +5,4004035D,None
Jarwight Puppet +6,4004035E,None
Jarwight Puppet +7,4004035F,None
Jarwight Puppet +8,40040360,None
Jarwight Puppet +9,40040361,None
Jarwight Puppet,40040358,None
Jawbone Axe,00D614B0,Smithing
Jellyfish Shield,01EA1CC0,Somber
Jolán and Anna,4021DFE0,None
Juvenile Scholar Cap,100FB770,None
Juvenile Scholar Robe,100FB7D4,None
Kaiden Armor,1000C3B4,None
Kaiden Gauntlets,1000C418,None
Kaiden Helm,1000C350,None
Kaiden Sellsword Ashes +1,40038659,None
Kaiden Sellsword Ashes +10,40038662,None
Kaiden Sellsword Ashes +2,4003865A,None
Kaiden Sellsword Ashes +3,4003865B,None
Kaiden Sellsword Ashes +4,4003865C,None
Kaiden Sellsword Ashes +5,4003865D,None
Kaiden Sellsword Ashes +6,4003865E,None
Kaiden Sellsword Ashes +7,4003865F,None
Kaiden Sellsword Ashes +8,40038660,None
Kaiden Sellsword Ashes +9,40038661,None
Kaiden Sellsword Ashes,40038658,None
Kaiden Trousers,1000C47C,None
Kalé's Bell Bearing,400022D8,None
Karolos Glintstone Crown,100CB5E8,None
Katar,0141F5E0,Smithing
Keep Wall Key,401EA3D7,None
Kindred of Rot Ashes +1,40036B01,None
Kindred of Rot Ashes +10,40036B0A,None
Kindred of Rot Ashes +2,40036B02,None
Kindred of Rot Ashes +3,40036B03,None
Kindred of Rot Ashes +4,40036B04,None
Kindred of Rot Ashes +5,40036B05,None
Kindred of Rot Ashes +6,40036B06,None
Kindred of Rot Ashes +7,40036B07,None
Kindred of Rot Ashes +8,40036B08,None
Kindred of Rot Ashes +9,40036B09,None
Kindred of Rot Ashes,40036B00,None
Kindred of Rot's Exultation,2000087A,None
Kite Shield,01D905C0,Smithing
Knifeprint Clue,40001FFE,None
Knight Armor,1016E3C4,None
Knight Gauntlets,1016E428,None
Knight Greaves,1016E48C,None
Knight Helm,1016E360,None
Knight's Greatsword,002E6300,Smithing
Knight's Lightning Spear,401E9F74,None
Knot Resin,401ED2A4,None
Kukri,400006C2,None
Lacerating Crossed-Tree,20001FCC,None
Lamenter's Mask,401E8C6E,None
Lamenting Visage,0175FE30,Somber
Lance Talisman,2000085C,None
Lance,010450A0,Smithing
Land Octopus Ovary,40003B24,None
Land of Reeds Armor (Altered),100D4ABC,None
Land of Reeds Armor,100D46D4,None
Land of Reeds Gauntlets,100D4738,None
Land of Reeds Greaves,100D479C,None
Land of Reeds Helm,100D4670,None
Land of Shadow,401E9E98,None
Land Squirt Ashes +1,4003B921,None
Land Squirt Ashes +10,4003B92A,None
Land Squirt Ashes +2,4003B922,None
Land Squirt Ashes +3,4003B923,None
Land Squirt Ashes +4,4003B924,None
Land Squirt Ashes +5,4003B925,None
Land Squirt Ashes +6,4003B926,None
Land Squirt Ashes +7,4003B927,None
Land Squirt Ashes +8,4003B928,None
Land Squirt Ashes +9,4003B929,None
Land Squirt Ashes,4003B920,None
Lands Between Rune,40000BAE,None
Lansseax's Glaive,40001B26,None
Lantern,40000816,None
Large Club,00B71B00,Smithing
Large Glintstone Scrap,40000BEB,None
Large Leather Shield,01DC8830,Smithing
Larval Tear,40001FF9,None
Larval Tear,401EA3E1,None
Latenna the Albinauric +1,40031CE1,None
Latenna the Albinauric +10,40031CEA,None
Latenna the Albinauric +2,40031CE2,None
Latenna the Albinauric +3,40031CE3,None
Latenna the Albinauric +4,40031CE4,None
Latenna the Albinauric +5,40031CE5,None
Latenna the Albinauric +6,40031CE6,None
Latenna the Albinauric +7,40031CE7,None
Latenna the Albinauric +8,40031CE8,None
Latenna the Albinauric +9,40031CE9,None
Latenna the Albinauric,40031CE0,None
Law of Causality,40001A68,None
Law of Regression,40001A4A,None
Lazuli Glintstone Crown,100CB200,None
Lazuli Glintstone Sword,225510,Somber
Lazuli Robe,101EF9B0,None
Leaden Hardtear,40002B0A,None
Leather Arm Wraps,104F3238,None
Leather Armor,10155D24,None
Leather Boots,10155DEC,None
Leather Crown,104F3558,None
Leather Gloves,10155D88,None
Leather Headband,104F3170,None
Leather Leg Wraps,104F329C,None
Leather Trousers,10009D6C,None
Leather-Draped Tabard,101C3AF4,None
Leda's Armor,104C4BA4,None
Leda's Rune,401E9006,None
Leda's Sword,04061EF0,Somber
Leontiel's Greatsword,00365240,Somber
Let Us Go Together,401EA7AB,None
Letter for Freyja,401EA3CF,None
Letter from Volcano Manor,40001FBF,None
Letter from Volcano Manor,40001FC4,None
Letter to Bernahl,40001FED,None
Letter to Patches,40001FE7,None
Leyndell Knight Armor (Altered),101B547C,None
Leyndell Knight Armor,101B5094,None
Leyndell Knight Gauntlets,101B50F8,None
Leyndell Knight Greaves,101B515C,None
Leyndell Knight Helm,101B5030,None
Leyndell Soldier Ashes +1,4003D861,None
Leyndell Soldier Ashes +10,4003D86A,None
Leyndell Soldier Ashes +2,4003D862,None
Leyndell Soldier Ashes +3,4003D863,None
Leyndell Soldier Ashes +4,4003D864,None
Leyndell Soldier Ashes +5,4003D865,None
Leyndell Soldier Ashes +6,4003D866,None
Leyndell Soldier Ashes +7,4003D867,None
Leyndell Soldier Ashes +8,4003D868,None
Leyndell Soldier Ashes +9,4003D869,None
Leyndell Soldier Ashes,4003D860,None
Leyndell Soldier Gauntlets,101A3F88,None
Leyndell Soldier Greaves,101A3FEC,None
Leyndell Soldier Helm,101A3EC0,None
Lhutel the Headless +1,4003EFD1,None
Lhutel the Headless +10,4003EFDA,None
Lhutel the Headless +2,4003EFD2,None
Lhutel the Headless +3,4003EFD3,None
Lhutel the Headless +4,4003EFD4,None
Lhutel the Headless +5,4003EFD5,None
Lhutel the Headless +6,4003EFD6,None
Lhutel the Headless +7,4003EFD7,None
Lhutel the Headless +8,4003EFD8,None
Lhutel the Headless +9,4003EFD9,None
Lhutel the Headless,4003EFD0,None
Light Crossbow,02906EE0,Smithing
Light of Miquella,401E9EAC,None
Lightning Bolt,03199C10,None
Lightning Fortification,40001946,None
Lightning Grease,40000582,None
Lightning Greatbolt,0328DE50,None
Lightning Perfume Bottle,03AADF90,Smithing
Lightning Pot,40000140,None
Lightning Scorpion Charm,200007DA,None
Lightning Spear,40001AF4,None
Lightning Strike,40001B08,None
Lightning-Shrouding Cracked Tear,40002B16,None
Lightningbone Arrow (Fletched),02FDFDC0,None
Lightningbone Arrow,02FE24D0,None
Lightningbone Bolt,031B22B0,None
Lightningproof Dried Liver,40000492,None
Lightningproof Pickled Liver,401E88F4,None
Lion Greatbow,0280DE80,Somber
Lionel's Armor (Altered),1009C84C,None
Lionel's Armor,1009C464,None
Lionel's Gauntlets,1009C4C8,None
Lionel's Greaves,1009C52C,None
Lionel's Helm,1009C400,None
Litany of Proper Death,40001A5E,None
Living Jar Shard,40003C32,None
Lizard Greatsword,0035B600,Smithing
Lone Wolf Ashes +1,40038A41,None
Lone Wolf Ashes +10,40038A4A,None
Lone Wolf Ashes +2,40038A42,None
Lone Wolf Ashes +3,40038A43,None
Lone Wolf Ashes +4,40038A44,None
Lone Wolf Ashes +5,40038A45,None
Lone Wolf Ashes +6,40038A46,None
Lone Wolf Ashes +7,40038A47,None
Lone Wolf Ashes +8,40038A48,None
Lone Wolf Ashes +9,40038A49,None
Lone Wolf Ashes,40038A40,None
Longbow,02719C40,Smithing
Longhaft Axe,00E5A510,Smithing
Longsword,001E8480,Smithing
Longtail Cat Talisman,20001798,None
Lord of Blood's Exultation,20000870,None
Lord of Blood's Favor,40001FDA,None
Lord of Blood's Favor,40001FDB,None
Lord of Blood's Robe (Altered),1007574C,None
Lord of Blood's Robe,10075364,None
Lord's Aid,40001929,None
Lord's Divine Fortification,4000195A,None
Lord's Heal,40001917,None
Lord's Rune,40000B67,None
Lordsworn's Bolt,031AAD80,None
Lordsworn's Greatsword,002E3BF0,Smithing
Lordsworn's Shield,01ECDBE0,Smithing
Lordsworn's Straight Sword,001F20C0,Smithing
Loretta's Greatbow,4000111C,None
Loretta's Mastery,4000111D,None
Loretta's War Sickle,01142F20,Somber
Lost Ashes of War,40002756,None
Loyal Knight's Cookbook,401EA8F1,None
Lucent Baldachin's Blessing,40001FA6,None
Lucerne,0112F6A0,Smithing
Lucidity,40001180,None
Lulling Branch,401E880E,None
Lump of Flesh,40003AAC,None
Lusat's Glintstone Crown,1008D9A0,None
Lusat's Glintstone Staff,01FB33C0,Somber
Lusat's Manchettes,1008DA68,None
Lusat's Robe,1008DA04,None
Mace,00A7D8C0,Smithing
Mad Craftsman's Cookbook [1],401EA8ED,None
Mad Craftsman's Cookbook [2],401EA8E5,None
Mad Craftsman's Cookbook [3],401EA8FA,None
Mad Pumpkin Head Ashes +1,4003B539,None
Mad Pumpkin Head Ashes +10,4003B542,None
Mad Pumpkin Head Ashes +2,4003B53A,None
Mad Pumpkin Head Ashes +3,4003B53B,None
Mad Pumpkin Head Ashes +4,4003B53C,None
Mad Pumpkin Head Ashes +5,4003B53D,None
Mad Pumpkin Head Ashes +6,4003B53E,None
Mad Pumpkin Head Ashes +7,4003B53F,None
Mad Pumpkin Head Ashes +8,4003B540,None
Mad Pumpkin Head Ashes +9,4003B541,None
Mad Pumpkin Head Ashes,4003B538,None
Madding Hand,1488590,Somber
Magic Downpour,40001112,None
Magic Fortification,4000193C,None
Magic Glintblade,40001126,None
Magic Grease,4000058C,None
Magic Pot,40000294,None
Magic Scorpion Charm,200007D0,None
Magic-Shrouding Cracked Tear,40002B15,None
Magicbone Arrow (Fletched),02FEE820,None
Magicbone Arrow,02FF0F30,None
Magicbone Bolt,031B49C0,None
Magma Blade,006B9310,Somber
Magma Breath,40001B62,None
Magma Shot,400012C0,None
Magma Whip Candlestick,0131A230,Somber
Magma Wyrm's Scalesword,007AAE40,Somber
Main-gauche,0016E360,Smithing
Malenia's Armor (Altered),100BC41C,None
Malenia's Armor,100BC034,None
Malenia's Gauntlet,100BC098,None
Malenia's Great Rune Restored,400000C4,None
Malenia's Great Rune Unrestored,40001FD9,None
Malenia's Greaves,100BC0FC,None
Malenia's Winged Helm,100BBFD0,None
Malformed Dragon Armor,1003F804,None
Malformed Dragon Gauntlets,1003F868,None
Malformed Dragon Greaves,1003F8CC,None
Malformed Dragon Helm,1003F7A0,None
Maliketh's Armor (Altered),100B9D0C,None
Maliketh's Armor,100B9924,None
Maliketh's Black Blade,003D5720,Somber
Maliketh's Gauntlets,100B9988,None
Maliketh's Greaves,100B99EC,None
Maliketh's Helm,100B98C0,None
Man-Fly Ashes,4021BCB8,None
Man-Serpent Ashes +1,40037E89,None
Man-Serpent Ashes +10,40037E92,None
Man-Serpent Ashes +2,40037E8A,None
Man-Serpent Ashes +3,40037E8B,None
Man-Serpent Ashes +4,40037E8C,None
Man-Serpent Ashes +5,40037E8D,None
Man-Serpent Ashes +6,40037E8E,None
Man-Serpent Ashes +7,40037E8F,None
Man-Serpent Ashes +8,40037E90,None
Man-Serpent Ashes +9,40037E91,None
Man-Serpent Ashes,40037E88,None
Man-Serpent's Shield,01CA11A0,Smithing
Manor Towershield,01EB2E30,Smithing
Mantis Blade,006CA480,Smithing
Mantle of Thorns,401E97A4,None
Map: Abyss,401EA61C,None
Map: Gravesite Plain,401EA618,None
Map: Rauh Ruins,401EA61B,None
Map: Scadu Altus,401EA619,None
Map: Southern Shore,401EA61A,None
Marais Executioner's Sword,003010B0,Somber
Marais Mask,100EB1B8,None
Marais Robe,100EB21C,None
Margit's Shackle,4000085C,None
Marika's Hammer,00AA22B0,Somber
Marika's Rune,401E9010,None
Marika's Scarseal,200004C4,None
Marika's Soreseal,200004C5,None
Marionette Soldier Armor,100CD1A4,None
Marionette Soldier Ashes +1,40036EE9,None
Marionette Soldier Ashes +10,40036EF2,None
Marionette Soldier Ashes +2,40036EEA,None
Marionette Soldier Ashes +3,40036EEB,None
Marionette Soldier Ashes +4,40036EEC,None
Marionette Soldier Ashes +5,40036EED,None
Marionette Soldier Ashes +6,40036EEE,None
Marionette Soldier Ashes +7,40036EEF,None
Marionette Soldier Ashes +8,40036EF0,None
Marionette Soldier Ashes +9,40036EF1,None
Marionette Soldier Ashes,40036EE8,None
Marionette Soldier Birdhelm,100CF850,None
Marionette Soldier Helm,100CD140,None
Marred Leather Shield,01D92CD0,Smithing
Marred Wooden Shield,01D953E0,Smithing
Mask of Confidence,100DE698,None
Mass of Putrescence,401E9CC2,None
Maternal Staff,01FF7980,Smithing
Mausoleum Gauntlets,101A8DA8,None
Mausoleum Greaves,101A8E0C,None
Mausoleum Knight Armor (Altered),101BA29C,None
Mausoleum Knight Armor,101B9EB4,None
Mausoleum Knight Gauntlets,101B9F18,None
Mausoleum Knight Greaves,101B9F7C,None
Mausoleum Soldier Ashes +1,4003E031,None
Mausoleum Soldier Ashes +10,4003E03A,None
Mausoleum Soldier Ashes +2,4003E032,None
Mausoleum Soldier Ashes +3,4003E033,None
Mausoleum Soldier Ashes +4,4003E034,None
Mausoleum Soldier Ashes +5,4003E035,None
Mausoleum Soldier Ashes +6,4003E036,None
Mausoleum Soldier Ashes +7,4003E037,None
Mausoleum Soldier Ashes +8,4003E038,None
Mausoleum Soldier Ashes +9,4003E039,None
Mausoleum Soldier Ashes,4003E030,None
Mausoleum Surcoat,101A8D44,None
May the Best Win,401EA7A9,None
Meat Peddler's Bell Bearing,400022F2,None
Medicine Peddler's Bell Bearing,400022F3,None
Meeting Place Map,40002006,None
Melted Mushroom,40005119,None
Memory of Grace,40000073,None
Memory Stone,4000272E,None
Mending Rune of Perfect Order,40001FF6,None
Mending Rune of the Death-Prince,40001FF7,None
Mending Rune of the Fell Curse,40001FF8,None
Message from Leda,401EA3E2,None
Messmer Soldier Armor (Altered),104E726C,None
Messmer Soldier Armor,104E6E84,None
Messmer Soldier Ashes,4021AD18,None
Messmer Soldier Gauntlets,104E6EE8,None
Messmer Soldier Greaves,104E6F4C,None
Messmer Soldier Helm,104E6E20,None
Messmer Soldier Shield,01E0A6E0,Smithing
Messmer Soldier's Axe,00DD8EC0,Smithing
Messmer Soldier's Spear,010B2E70,Smithing
Messmer's Armor,104FA704,None
Messmer's Gauntlets,104FA768,None
Messmer's Greaves,104FA7CC,None
Messmer's Helm (Altered),104FAA88,None
Messmer's Helm,104FA6A0,None
Messmer's Kindling,401EA3D5,None
Messmer's Orb,401EA30C,None
Messmerfire Grease,401E89F8,None
Meteor Bolt,031A3850,None
Meteoric Ore Blade,0089C970,Somber
Meteorite of Astel,4000125D,None
Meteorite Staff,01FB5AD0,None
Meteorite,4000125C,None
Midra's Flame of Frenzy,401EA104,None
Milady,0405F7E0,Smithing
Millicent's Prosthesis,200004E2,None
Mimic Tear Ashes +1,40032899,None
Mimic Tear Ashes +10,400328A2,None
Mimic Tear Ashes +2,4003289A,None
Mimic Tear Ashes +3,4003289B,None
Mimic Tear Ashes +4,4003289C,None
Mimic Tear Ashes +5,4003289D,None
Mimic Tear Ashes +6,4003289E,None
Mimic Tear Ashes +7,4003289F,None
Mimic Tear Ashes +8,400328A0,None
Mimic Tear Ashes +9,400328A1,None
Mimic Tear Ashes,40032898,None
Mimic's Veil,40000BE0,None
Miniature Ranni,40001FD2,None
Miniature Ranni,40001FFB,None
Minor Erdtree,401E9E8E,None
Miquella's Great Rune,401EA3C0,None
Miquella's Lily,400050AD,None
Miquella's Needle,4000088E,None
Miquellan Knight's Sword,002191C0,Somber
Mirage Riddle,400021D4,None
Miranda Powder,40003B2E,None
Miranda Sprout Ashes +1,4003BD09,None
Miranda Sprout Ashes +10,4003BD12,None
Miranda Sprout Ashes +2,4003BD0A,None
Miranda Sprout Ashes +3,4003BD0B,None
Miranda Sprout Ashes +4,4003BD0C,None
Miranda Sprout Ashes +5,4003BD0D,None
Miranda Sprout Ashes +6,4003BD0E,None
Miranda Sprout Ashes +7,4003BD0F,None
Miranda Sprout Ashes +8,4003BD10,None
Miranda Sprout Ashes +9,4003BD11,None
Miranda Sprout Ashes,4003BD08,None
Miriam's Vanishing,401E954C,None
Miriel's Bell Bearing,400022D5,None
Misbegotten Shortbow,2628110,Smithing
Miséricorde,000FB770,Smithing
Mohg's Great Rune Restored,400000C3,None
Mohg's Great Rune Unrestored,40001FD8,None
Mohg's Shackle,40000866,None
Mohgwyn's Sacred Spear,01038D50,Somber
Moldmonger's Bell Bearing,401EA74A,None
Monk's Flameblade,007B2370,Smithing
Monk's Flamemace,00A93850,Smithing
Monk's Missive,401EA3DD,None
Moon of Nokstella,20000474,None
Moonrithyll's Knight Sword,454660,Somber
Moonveil,008A3EA0,Somber
Moore's Bell Bearing,401EA744,None
Morgott's Cursed Sword,007B98A0,Somber
Morgott's Great Rune Restored,400000C1,None
Morgott's Great Rune Unrestored,40001FD6,None
Morning Star,00A89C10,Smithing
Mottled Necklace +1,200004B1,None
Mottled Necklace +2,20001BA8,None
Mottled Necklace,200004B0,None
Multilayered Ring of Light,401E9EB6,None
Mushroom Arms,10113ED8,None
Mushroom Body,10113E74,None
Mushroom Crown,101EAB90,None
Mushroom Head,10113E10,None
Mushroom Legs,10113F3C,None
Mushroom,40005118,None
Mushroom-Seller's Bell Bearing [1],401EA747,None
Mushroom-Seller's Bell Bearing [2],401EA748,None
Nagakiba,00897B50,Smithing
Nailstone,401ED2C1,None
Nanaya's Torch,0175D720,Somber
Nascent Butterfly,40005140,None
Navy Hood,100B4E88,None
Nectarblood Burgeon,401ED2AF,None
